beat,time,eknox600ft,eknox1200ft,eknox1800ft,eknox2400ft,eknox3000ft,p600ft,p1200ft,p1800ft,p2400ft,p3000ft
beat1531,13,7.81578947368,27.1842105263,53.7631578947,78.6315789474,94.5789473684,0.88000000,0.42000000,0.64000000,0.35000000,0.06000000
beat1915,1,3.0,7.0,14.2173913043,16.0,17.347826087,0.03000000,0.34000000,0.58000000,0.12000000,0.31000000
beat1915,4,4.86956521739,8.13043478261,18.0869565217,24.5652173913,23.5652173913,0.09000000,0.26000000,0.85000000,0.24000000,0.44000000
beat1915,7,5.21739130435,10.0434782609,18.8260869565,26.3913043478,28.6086956522,0.13000000,0.44000000,0.90000000,0.43000000,0.57000000
beat1915,10,6.30434782609,14.1304347826,23.0434782609,30.9130434783,33.0,0.05000000,0.28000000,0.76000000,0.25000000,0.38000000
beat1915,13,9.69565217391,16.4347826087,32.3043478261,45.3043478261,50.347826087,0.01000000,0.07000000,0.70000000,0.21000000,0.23000000
beat1012,1,2.96551724138,8.01724137931,16.4137931034,24.5172413793,27.9137931034,0.03000000,0.13000000,0.18000000,0.28000000,0.46000000
beat1012,4,8.53448275862,27.3620689655,40.6896551724,64.6724137931,82.6551724138,0.01000000,0.02000000,0.29000000,0.73000000,0.93000000
beat1012,7,12.9482758621,41.2068965517,66.3103448276,94.4137931034,126.310344828,0.01000000,0.11000000,0.16000000,0.40000000,0.98000000
beat1012,10,17.3103448276,49.9482758621,88.5344827586,132.155172414,162.775862069,0.04000000,0.01000000,0.19000000,0.57000000,0.96000000
beat1012,13,21.4655172414,63.8620689655,108.293103448,154.189655172,207.448275862,0.06000000,0.03000000,0.18000000,0.38000000,0.68000000
beat1621,1,0.424242424242,1.0,1.78787878788,2.21212121212,2.39393939394,0.80000000,0.89000000,0.87000000,0.61000000,0.52000000
beat1621,4,1.60606060606,2.78787878788,4.72727272727,7.42424242424,8.45454545455,0.19000000,0.38000000,0.53000000,0.31000000,0.24000000
beat1621,7,2.42424242424,5.84848484848,8.15151515152,11.5151515152,15.3939393939,0.43000000,0.38000000,0.72000000,0.34000000,0.36000000
beat1621,10,2.63636363636,5.69696969697,10.0909090909,13.8787878788,17.2424242424,0.17000000,0.26000000,0.62000000,0.17000000,0.33000000
beat1621,13,3.18181818182,6.9696969697,9.93939393939,15.8484848485,19.0606060606,0.27000000,0.32000000,0.75000000,0.31000000,0.37000000
beat1232,1,0.914285714286,3.11428571429,3.65714285714,5.51428571429,5.11428571429,0.80000000,0.83000000,0.99000000,0.91000000,0.85000000
beat1232,4,3.82857142857,8.94285714286,11.5142857143,17.8,19.3142857143,0.78000000,0.95000000,0.95000000,0.91000000,0.98000000
beat1232,7,5.37142857143,11.2285714286,21.3142857143,24.7142857143,27.3428571429,0.72000000,0.93000000,0.90000000,0.97000000,0.96000000
beat1232,10,6.65714285714,16.3428571429,25.7714285714,33.6857142857,36.9142857143,0.70000000,0.91000000,0.91000000,0.87000000,0.93000000
beat1232,13,9.0,20.2857142857,32.5428571429,45.3142857143,50.4,0.73000000,0.74000000,0.94000000,0.84000000,0.96000000
beat631,1,20.08,72.0266666667,114.393333333,137.846666667,159.76,0.44000000,0.09000000,0.12000000,0.43000000,0.72000000
beat631,4,60.6533333333,213.806666667,356.906666667,431.72,483.626666667,0.20000000,0.01000000,0.01000000,0.04000000,0.19000000
beat631,7,102.1,357.306666667,589.273333333,702.34,796.193333333,0.65000000,0.18000000,0.07000000,0.02000000,0.11000000
beat631,10,132.24,495.353333333,829.053333333,971.46,1074.5,0.69000000,0.18000000,0.15000000,0.07000000,0.11000000
beat631,13,172.953333333,638.133333333,1037.50666667,1227.78,1395.79333333,0.63000000,0.25000000,0.30000000,0.07000000,0.04000000
beat531,1,1.66666666667,3.875,8.47916666667,11.1458333333,13.375,0.81000000,0.80000000,0.85000000,0.60000000,0.53000000
beat531,4,3.91666666667,11.9791666667,22.1666666667,31.2708333333,35.0416666667,0.18000000,0.21000000,0.40000000,0.61000000,0.90000000
beat531,7,9.35416666667,27.7916666667,51.2916666667,72.1458333333,82.5416666667,0.43000000,0.18000000,0.23000000,0.48000000,0.95000000
beat531,10,11.3958333333,34.6875,60.875,88.1041666667,103.375,0.63000000,0.16000000,0.34000000,0.59000000,0.93000000
beat531,13,18.9791666667,57.125,101.958333333,141.020833333,169.041666667,0.55000000,0.41000000,0.71000000,0.71000000,0.79000000
beat2411,1,0.934426229508,3.44262295082,6.60655737705,11.0,13.0,0.07000000,0.19000000,0.20000000,0.37000000,0.23000000
beat2411,4,3.85245901639,11.5573770492,25.0163934426,41.393442623,55.4426229508,0.48000000,0.49000000,0.78000000,0.39000000,0.35000000
beat2411,7,6.59016393443,23.2131147541,41.6885245902,76.2295081967,100.950819672,0.64000000,0.86000000,0.81000000,0.38000000,0.31000000
beat2411,10,10.606557377,33.7540983607,59.5245901639,102.344262295,149.68852459,0.53000000,0.76000000,0.92000000,0.71000000,0.89000000
beat2411,13,14.131147541,39.2295081967,76.737704918,131.704918033,171.147540984,0.70000000,0.83000000,0.96000000,0.78000000,0.79000000
beat714,1,1.5,3.5,8.03846153846,13.3461538462,15.5384615385,0.14000000,0.38000000,0.20000000,0.29000000,0.03000000
beat714,4,2.03846153846,7.61538461538,17.1153846154,25.1538461538,27.3076923077,0.46000000,0.22000000,0.46000000,0.50000000,0.49000000
beat714,7,3.57692307692,11.6923076923,22.9615384615,37.5769230769,42.4230769231,0.38000000,0.47000000,0.55000000,0.72000000,0.38000000
beat714,10,3.96153846154,13.3076923077,28.3076923077,43.6153846154,50.0769230769,0.49000000,0.41000000,0.65000000,0.88000000,0.86000000
beat714,13,7.46153846154,23.3076923077,45.0769230769,72.4615384615,85.5,0.35000000,0.28000000,0.72000000,0.56000000,0.91000000
beat412,1,1.1884057971,3.73913043478,8.17391304348,11.7536231884,15.8985507246,0.01000000,0.01000000,0.02000000,0.06000000,0.29000000
beat412,4,4.02898550725,13.2173913043,28.7391304348,40.8985507246,54.6231884058,0.05000000,0.04000000,0.50000000,0.68000000,0.99000000
beat412,7,6.88405797101,22.3188405797,46.7536231884,68.347826087,92.7826086957,0.01000000,0.01000000,0.22000000,0.12000000,0.54000000
beat412,10,9.36231884058,29.9420289855,62.8115942029,91.652173913,124.782608696,0.01000000,0.01000000,0.12000000,0.03000000,0.49000000
beat412,13,12.6666666667,40.4202898551,84.6811594203,125.608695652,165.260869565,0.01000000,0.01000000,0.11000000,0.18000000,0.70000000
beat233,1,5.775,15.425,23.65,26.425,24.7,0.08000000,0.46000000,0.45000000,0.43000000,0.69000000
beat233,4,20.7,50.0,72.725,83.275,75.05,0.46000000,0.42000000,0.34000000,0.37000000,0.53000000
beat233,7,26.35,68.325,104.95,116.3,115.9,0.29000000,0.60000000,0.84000000,0.95000000,0.78000000
beat233,10,36.575,82.925,136.6,157.45,156.75,0.16000000,0.17000000,0.58000000,0.92000000,0.82000000
beat233,13,49.05,114.05,170.525,197.15,189.05,0.27000000,0.15000000,0.56000000,0.79000000,0.70000000
beat333,1,2.20408163265,7.28571428571,14.7959183673,17.0816326531,18.5918367347,0.76000000,0.62000000,0.96000000,0.74000000,0.75000000
beat333,4,10.0,28.6326530612,46.8775510204,61.7346938776,65.0408163265,0.88000000,0.90000000,0.68000000,0.92000000,0.95000000
beat333,7,18.4693877551,50.8367346939,88.387755102,113.142857143,121.755102041,0.58000000,0.29000000,0.23000000,0.90000000,0.81000000
beat333,10,22.2653061224,68.6530612245,115.653061224,149.040816327,162.387755102,0.52000000,0.56000000,0.42000000,0.85000000,0.85000000
beat333,13,28.2244897959,87.5714285714,151.87755102,184.224489796,202.734693878,0.10000000,0.43000000,0.39000000,0.87000000,0.93000000
beat1524,1,1.37209302326,5.16279069767,10.9534883721,14.6511627907,15.3023255814,0.11000000,0.24000000,0.10000000,0.24000000,0.61000000
beat1524,4,3.18604651163,17.1395348837,31.8837209302,42.511627907,52.3023255814,0.21000000,0.09000000,0.16000000,0.42000000,0.77000000
beat1524,7,5.39534883721,28.0465116279,49.4651162791,67.2790697674,75.4418604651,0.53000000,0.08000000,0.09000000,0.33000000,0.69000000
beat1524,10,8.02325581395,36.4651162791,65.6046511628,90.2790697674,105.441860465,0.65000000,0.39000000,0.21000000,0.32000000,0.32000000
beat1524,13,10.3255813953,45.4186046512,79.511627907,102.88372093,129.558139535,0.50000000,0.60000000,0.40000000,0.31000000,0.34000000
beat2532,1,2.16279069767,6.11627906977,9.81395348837,15.3720930233,16.8139534884,0.99000000,0.58000000,0.25000000,0.04000000,0.20000000
beat2532,4,4.32558139535,12.511627907,23.5348837209,34.6511627907,39.4186046512,0.89000000,0.54000000,0.56000000,0.20000000,0.10000000
beat2532,7,7.6976744186,19.8372093023,36.5348837209,57.2093023256,64.6279069767,0.13000000,0.26000000,0.30000000,0.07000000,0.06000000
beat2532,10,11.488372093,30.8604651163,57.3720930233,88.6046511628,103.093023256,0.11000000,0.15000000,0.31000000,0.22000000,0.17000000
beat2532,13,14.6279069767,40.3720930233,75.9534883721,112.76744186,127.976744186,0.09000000,0.31000000,0.47000000,0.23000000,0.26000000
beat432,1,1.9014084507,7.42253521127,14.1830985915,20.8028169014,29.323943662,0.01000000,0.01000000,0.01000000,0.03000000,0.02000000
beat432,4,5.23943661972,22.0281690141,39.0985915493,58.0422535211,80.0845070423,0.01000000,0.04000000,0.04000000,0.07000000,0.05000000
beat432,7,8.57746478873,31.6338028169,59.1126760563,88.0704225352,119.915492958,0.01000000,0.04000000,0.02000000,0.07000000,0.04000000
beat432,10,11.8591549296,43.985915493,87.9014084507,129.887323944,180.676056338,0.01000000,0.18000000,0.11000000,0.24000000,0.20000000
beat432,13,14.9154929577,62.5211267606,107.394366197,166.267605634,231.746478873,0.01000000,0.29000000,0.28000000,0.31000000,0.33000000
beat622,1,0.194444444444,0.527777777778,1.58333333333,1.63888888889,2.72222222222,0.38000000,0.46000000,0.59000000,0.83000000,0.99000000
beat622,4,2.05555555556,5.66666666667,9.13888888889,12.5555555556,19.0833333333,0.48000000,0.41000000,0.62000000,0.62000000,0.98000000
beat622,7,5.80555555556,13.6111111111,21.5,27.6111111111,42.3333333333,0.10000000,0.36000000,0.31000000,0.70000000,0.96000000
beat622,10,8.22222222222,18.5555555556,28.3611111111,42.6111111111,61.2222222222,0.42000000,0.62000000,0.42000000,0.73000000,0.89000000
beat622,13,11.1388888889,24.0833333333,37.3888888889,48.8888888889,75.4444444444,0.39000000,0.36000000,0.35000000,0.69000000,0.93000000
beat2413,1,4.12244897959,16.0102040816,28.9081632653,40.1224489796,48.8775510204,0.26000000,0.49000000,0.52000000,0.83000000,0.91000000
beat2413,4,13.7142857143,46.2346938776,78.693877551,111.408163265,133.265306122,0.13000000,0.12000000,0.07000000,0.50000000,0.77000000
beat2413,7,22.693877551,78.7551020408,129.397959184,186.316326531,226.530612245,0.15000000,0.23000000,0.49000000,0.91000000,0.70000000
beat2413,10,31.4591836735,109.714285714,186.795918367,250.43877551,304.56122449,0.17000000,0.16000000,0.33000000,0.90000000,0.62000000
beat2413,13,39.0510204082,136.836734694,238.183673469,318.459183673,388.346938776,0.37000000,0.31000000,0.37000000,0.99000000,0.91000000
beat522,1,2.51898734177,7.51898734177,14.1139240506,19.5189873418,24.7721518987,0.61000000,0.56000000,0.73000000,0.54000000,0.98000000
beat522,4,7.50632911392,24.746835443,42.4683544304,60.5949367089,76.3291139241,0.17000000,0.21000000,0.41000000,0.51000000,0.90000000
beat522,7,13.6075949367,43.5189873418,73.7721518987,103.620253165,134.050632911,0.17000000,0.15000000,0.53000000,0.73000000,0.92000000
beat522,10,20.4303797468,65.6329113924,110.784810127,167.632911392,203.341772152,0.33000000,0.11000000,0.33000000,0.58000000,0.83000000
beat522,13,27.5569620253,81.0632911392,143.088607595,202.405063291,263.683544304,0.54000000,0.25000000,0.31000000,0.57000000,0.69000000
beat914,1,3.33846153846,8.67692307692,13.4,18.7692307692,24.4923076923,0.01000000,0.01000000,0.01000000,0.01000000,0.01000000
beat914,4,7.58461538462,20.6461538462,33.5692307692,45.0769230769,60.3538461538,0.01000000,0.04000000,0.02000000,0.02000000,0.01000000
beat914,7,14.1230769231,35.9384615385,59.1538461538,75.6153846154,103.4,0.01000000,0.01000000,0.02000000,0.07000000,0.01000000
beat914,10,19.7846153846,53.4,81.6461538462,109.476923077,143.261538462,0.01000000,0.02000000,0.05000000,0.16000000,0.03000000
beat914,13,24.0923076923,65.1230769231,108.923076923,142.461538462,187.061538462,0.01000000,0.02000000,0.18000000,0.23000000,0.09000000
beat835,1,3.2641509434,11.2735849057,20.2830188679,28.358490566,45.3679245283,0.03000000,0.13000000,0.02000000,0.03000000,0.04000000
beat835,4,9.59433962264,32.4339622642,56.0188679245,83.2830188679,120.745283019,0.24000000,0.32000000,0.07000000,0.08000000,0.05000000
beat835,7,17.3301886792,50.0283018868,88.3490566038,132.160377358,186.801886792,0.08000000,0.04000000,0.02000000,0.03000000,0.08000000
beat835,10,21.1698113208,70.1698113208,123.481132075,182.264150943,253.066037736,0.26000000,0.14000000,0.07000000,0.12000000,0.25000000
beat835,13,28.2924528302,88.8962264151,147.679245283,231.735849057,297.471698113,0.30000000,0.09000000,0.04000000,0.06000000,0.22000000
beat1121,1,2.91666666667,5.61111111111,10.3611111111,16.4722222222,17.8888888889,0.07000000,0.02000000,0.07000000,0.20000000,0.57000000
beat1121,4,5.97222222222,14.3055555556,22.2777777778,34.5,38.6666666667,0.25000000,0.14000000,0.34000000,0.71000000,0.93000000
beat1121,7,7.83333333333,18.8333333333,37.5833333333,53.5833333333,58.4722222222,0.08000000,0.08000000,0.15000000,0.58000000,0.87000000
beat1121,10,10.2777777778,26.6666666667,45.2777777778,63.8611111111,73.5555555556,0.14000000,0.09000000,0.41000000,0.89000000,0.99000000
beat1121,13,10.8055555556,27.8888888889,54.4166666667,76.4166666667,86.2777777778,0.22000000,0.15000000,0.39000000,0.60000000,0.92000000
beat1631,1,1.31481481481,3.25925925926,6.18518518519,10.0185185185,12.2222222222,0.05000000,0.05000000,0.01000000,0.05000000,0.04000000
beat1631,4,2.85185185185,10.6666666667,18.537037037,29.4444444444,41.9074074074,0.20000000,0.19000000,0.11000000,0.40000000,0.68000000
beat1631,7,4.81481481481,17.0,27.462962963,49.8148148148,63.3703703704,0.30000000,0.18000000,0.03000000,0.43000000,0.79000000
beat1631,10,8.16666666667,24.5,42.7962962963,64.2777777778,91.9259259259,0.10000000,0.13000000,0.04000000,0.25000000,0.81000000
beat1631,13,11.5,32.8888888889,58.2962962963,86.2592592593,124.851851852,0.16000000,0.03000000,0.05000000,0.15000000,0.66000000
beat1912,1,2.39682539683,7.63492063492,13.7301587302,21.8571428571,30.7936507937,0.04000000,0.24000000,0.69000000,0.35000000,0.21000000
beat1912,4,5.93650793651,21.1587301587,39.1904761905,59.5238095238,86.7619047619,0.08000000,0.23000000,0.68000000,0.64000000,0.92000000
beat1912,7,8.73015873016,32.7936507937,61.0793650794,94.5079365079,133.587301587,0.09000000,0.06000000,0.46000000,0.34000000,0.86000000
beat1912,10,11.6984126984,39.3650793651,79.3015873016,118.206349206,167.888888889,0.17000000,0.06000000,0.67000000,0.18000000,0.60000000
beat1912,13,15.3015873016,53.0952380952,99.7936507937,151.920634921,217.0,0.23000000,0.13000000,0.83000000,0.28000000,0.70000000
beat1231,1,0.8,2.88,6.08,4.92,5.04,0.01000000,0.26000000,0.08000000,0.12000000,0.24000000
beat1231,4,4.16,11.36,19.0,23.0,27.68,0.37000000,0.62000000,0.27000000,0.52000000,0.10000000
beat1231,7,5.04,19.64,28.24,25.88,31.56,0.05000000,0.43000000,0.13000000,0.16000000,0.01000000
beat1231,10,7.0,22.68,35.36,37.8,42.0,0.10000000,0.45000000,0.23000000,0.29000000,0.07000000
beat1231,13,8.92,30.84,45.0,51.68,58.88,0.19000000,0.52000000,0.30000000,0.49000000,0.12000000
beat813,1,1.64102564103,6.38461538462,13.2051282051,22.2564102564,30.4743589744,0.61000000,0.64000000,0.03000000,0.07000000,0.14000000
beat813,4,3.46153846154,14.3717948718,28.6794871795,48.8717948718,64.3076923077,0.98000000,0.97000000,0.15000000,0.31000000,0.19000000
beat813,7,6.66666666667,24.7564102564,50.8076923077,84.6153846154,118.987179487,0.85000000,0.67000000,0.26000000,0.37000000,0.31000000
beat813,10,8.70512820513,31.2820512821,65.7051282051,107.153846154,147.487179487,0.66000000,0.35000000,0.08000000,0.18000000,0.10000000
beat813,13,10.7948717949,40.1794871795,85.6025641026,140.564102564,200.717948718,0.92000000,0.55000000,0.30000000,0.17000000,0.16000000
beat1711,1,3.57303370787,10.3258426966,18.8202247191,26.7303370787,33.393258427,0.01000000,0.01000000,0.15000000,0.04000000,0.08000000
beat1711,4,8.10112359551,25.7191011236,44.8764044944,57.8988764045,70.9213483146,0.03000000,0.26000000,0.37000000,0.31000000,0.20000000
beat1711,7,11.8314606742,41.0,72.6516853933,92.7640449438,116.280898876,0.28000000,0.20000000,0.36000000,0.29000000,0.31000000
beat1711,10,16.6516853933,55.9550561798,98.2471910112,129.494382022,160.93258427,0.29000000,0.09000000,0.21000000,0.17000000,0.17000000
beat1711,13,21.9213483146,72.797752809,121.011235955,166.719101124,201.707865169,0.27000000,0.05000000,0.22000000,0.29000000,0.28000000
beat523,1,3.96666666667,13.7,25.5833333333,37.6833333333,56.175,0.72000000,0.97000000,0.83000000,0.70000000,0.85000000
beat523,4,12.7666666667,44.3416666667,83.875,129.0,179.091666667,0.81000000,0.47000000,0.56000000,0.13000000,0.24000000
beat523,7,19.6583333333,66.8583333333,127.725,191.166666667,285.066666667,0.44000000,0.51000000,0.13000000,0.06000000,0.12000000
beat523,10,28.875,96.0166666667,181.958333333,277.825,392.466666667,0.25000000,0.50000000,0.14000000,0.10000000,0.13000000
beat523,13,35.0166666667,120.391666667,228.816666667,357.075,503.866666667,0.38000000,0.54000000,0.35000000,0.33000000,0.34000000
beat2211,1,0.108108108108,0.621621621622,1.54054054054,2.02702702703,2.37837837838,0.87000000,0.66000000,0.38000000,0.50000000,0.66000000
beat2211,4,0.297297297297,2.54054054054,3.67567567568,6.78378378378,10.0,0.15000000,0.01000000,0.03000000,0.15000000,0.35000000
beat2211,7,0.837837837838,4.02702702703,7.21621621622,9.97297297297,14.1891891892,0.11000000,0.06000000,0.05000000,0.21000000,0.32000000
beat2211,10,1.05405405405,4.37837837838,9.56756756757,13.8648648649,20.027027027,0.23000000,0.09000000,0.03000000,0.20000000,0.30000000
beat2211,13,1.21621621622,5.43243243243,10.7837837838,16.972972973,24.1081081081,0.23000000,0.23000000,0.15000000,0.30000000,0.57000000
beat1024,1,1.26470588235,3.76470588235,5.14705882353,6.97058823529,8.67647058824,0.45000000,0.24000000,0.45000000,0.74000000,0.98000000
beat1024,4,3.08823529412,9.23529411765,16.1176470588,20.6176470588,23.5,0.10000000,0.28000000,0.83000000,0.51000000,0.92000000
beat1024,7,5.55882352941,15.2352941176,24.2352941176,33.5294117647,38.4705882353,0.04000000,0.13000000,0.62000000,0.85000000,0.93000000
beat1024,10,6.64705882353,16.4411764706,29.5294117647,43.8529411765,49.1176470588,0.03000000,0.34000000,0.54000000,0.78000000,0.87000000
beat1024,13,7.88235294118,21.8235294118,40.3823529412,52.2941176471,59.7352941176,0.05000000,0.47000000,0.36000000,0.65000000,0.77000000
beat2511,1,0.333333333333,2.24242424242,2.9696969697,4.36363636364,5.66666666667,0.20000000,0.31000000,0.32000000,0.06000000,0.11000000
beat2511,4,1.63636363636,6.81818181818,11.1515151515,15.696969697,18.2121212121,0.24000000,0.59000000,0.65000000,0.46000000,0.24000000
beat2511,7,2.21212121212,9.42424242424,15.9696969697,23.7878787879,27.2727272727,0.36000000,0.59000000,0.56000000,0.35000000,0.08000000
beat2511,10,3.06060606061,11.9090909091,21.1818181818,29.0909090909,36.303030303,0.54000000,0.71000000,0.66000000,0.63000000,0.26000000
beat2511,13,3.33333333333,15.8787878788,27.5151515152,41.0303030303,47.9090909091,0.78000000,0.75000000,0.77000000,0.82000000,0.29000000
beat632,1,1.91139240506,6.22784810127,13.4430379747,19.5189873418,26.4430379747,0.37000000,0.91000000,0.78000000,0.67000000,0.59000000
beat632,4,7.62025316456,23.4936708861,44.0379746835,63.0632911392,86.0253164557,0.06000000,0.58000000,0.31000000,0.21000000,0.08000000
beat632,7,10.9367088608,38.5949367089,72.9620253165,101.126582278,144.620253165,0.01000000,0.14000000,0.07000000,0.09000000,0.12000000
beat632,10,15.4936708861,54.6455696203,100.139240506,153.708860759,196.873417722,0.05000000,0.12000000,0.06000000,0.35000000,0.23000000
beat632,13,19.5063291139,70.0886075949,122.911392405,186.126582278,248.46835443,0.06000000,0.04000000,0.02000000,0.20000000,0.13000000
beat2533,1,1.81666666667,6.85,12.2166666667,15.2,20.85,0.43000000,0.32000000,0.16000000,0.25000000,0.26000000
beat2533,4,5.51666666667,23.4166666667,37.7833333333,57.5833333333,73.8666666667,0.28000000,0.41000000,0.13000000,0.52000000,0.27000000
beat2533,7,9.81666666667,38.5166666667,63.0666666667,98.45,126.483333333,0.14000000,0.29000000,0.07000000,0.48000000,0.33000000
beat2533,10,13.8,56.55,87.2666666667,130.733333333,171.55,0.23000000,0.29000000,0.23000000,0.43000000,0.14000000
beat2533,13,16.0,64.15,106.45,158.15,211.7,0.04000000,0.12000000,0.05000000,0.17000000,0.15000000
beat1933,1,2.53703703704,6.59259259259,10.7777777778,18.9444444444,20.3333333333,0.05000000,0.42000000,0.21000000,0.28000000,0.08000000
beat1933,4,6.05555555556,17.2777777778,30.3148148148,44.8888888889,54.7777777778,0.05000000,0.05000000,0.05000000,0.16000000,0.01000000
beat1933,7,12.2592592593,31.2777777778,57.1481481481,88.0185185185,101.444444444,0.06000000,0.02000000,0.02000000,0.13000000,0.11000000
beat1933,10,16.4074074074,43.5,83.4259259259,121.481481481,146.611111111,0.16000000,0.17000000,0.01000000,0.03000000,0.22000000
beat1933,13,19.5740740741,56.1296296296,100.055555556,153.037037037,183.62962963,0.12000000,0.43000000,0.06000000,0.12000000,0.45000000
beat1935,1,2.54054054054,6.43243243243,13.6216216216,17.3513513514,20.972972973,0.01000000,0.19000000,0.69000000,0.13000000,0.26000000
beat1935,4,5.24324324324,14.6486486486,28.2702702703,35.4864864865,44.027027027,0.01000000,0.08000000,0.78000000,0.17000000,0.21000000
beat1935,7,8.97297297297,22.1081081081,45.5405405405,57.4594594595,67.2432432432,0.01000000,0.05000000,0.38000000,0.10000000,0.14000000
beat1935,10,11.0810810811,26.4324324324,53.0810810811,70.0810810811,84.4864864865,0.01000000,0.02000000,0.31000000,0.02000000,0.13000000
beat1935,13,14.3783783784,33.972972973,67.7837837838,96.0,103.486486486,0.02000000,0.02000000,0.62000000,0.07000000,0.04000000
beat424,1,4.12048192771,11.8192771084,24.1325301205,34.0240963855,41.6746987952,0.05000000,0.35000000,0.46000000,0.73000000,0.28000000
beat424,4,12.2048192771,39.8192771084,65.9277108434,98.5301204819,120.325301205,0.46000000,0.42000000,0.14000000,0.47000000,0.24000000
beat424,7,21.4939759036,71.4698795181,125.385542169,185.060240964,232.036144578,0.27000000,0.07000000,0.11000000,0.12000000,0.01000000
beat424,10,30.3614457831,98.7590361446,180.855421687,247.228915663,312.060240964,0.48000000,0.13000000,0.10000000,0.19000000,0.09000000
beat424,13,38.3253012048,122.289156627,230.228915663,328.337349398,406.891566265,0.45000000,0.10000000,0.03000000,0.03000000,0.01000000
beat1931,1,2.79545454545,7.06818181818,12.6363636364,14.5681818182,15.4090909091,0.48000000,0.23000000,0.41000000,0.28000000,0.05000000
beat1931,4,7.31818181818,17.9318181818,29.2727272727,40.4090909091,45.4318181818,0.85000000,0.30000000,0.65000000,0.78000000,0.67000000
beat1931,7,10.9318181818,29.7045454545,45.6136363636,60.5,69.5,0.79000000,0.59000000,0.77000000,0.86000000,0.68000000
beat1931,10,15.6590909091,39.75,62.2954545455,79.8636363636,91.3863636364,0.92000000,0.74000000,0.75000000,0.97000000,0.77000000
beat1931,13,15.3863636364,44.7954545455,70.2954545455,89.6818181818,106.159090909,0.70000000,0.73000000,0.75000000,0.94000000,0.80000000
beat825,1,5.23376623377,16.0,31.2467532468,41.7792207792,50.987012987,0.32000000,0.06000000,0.01000000,0.24000000,0.75000000
beat825,4,16.3376623377,56.2987012987,99.7792207792,136.194805195,163.402597403,0.59000000,0.64000000,0.23000000,0.27000000,0.66000000
beat825,7,23.6883116883,80.3896103896,154.519480519,211.350649351,241.0,0.38000000,0.41000000,0.28000000,0.24000000,0.73000000
beat825,10,34.7402597403,127.311688312,219.376623377,312.090909091,361.597402597,0.62000000,0.45000000,0.22000000,0.07000000,0.46000000
beat825,13,43.5194805195,153.077922078,280.038961039,384.571428571,447.87012987,0.47000000,0.27000000,0.37000000,0.32000000,0.45000000
beat1432,1,5.68253968254,16.0317460317,24.3968253968,31.8571428571,36.6507936508,0.01000000,0.08000000,0.09000000,0.05000000,0.27000000
beat1432,4,14.873015873,40.6825396825,56.1587301587,85.0952380952,93.0317460317,0.02000000,0.32000000,0.12000000,0.08000000,0.22000000
beat1432,7,29.6349206349,68.0158730159,109.19047619,157.428571429,174.793650794,0.02000000,0.27000000,0.09000000,0.38000000,0.90000000
beat1432,10,33.3492063492,91.3174603175,144.126984127,203.095238095,234.46031746,0.01000000,0.09000000,0.03000000,0.25000000,0.88000000
beat1432,13,43.8253968254,108.492063492,171.746031746,244.079365079,290.46031746,0.01000000,0.16000000,0.10000000,0.41000000,0.93000000
beat1632,1,0.595238095238,1.28571428571,3.2619047619,5.07142857143,5.59523809524,0.04000000,0.06000000,0.22000000,0.57000000,0.55000000
beat1632,4,1.88095238095,5.69047619048,11.5952380952,16.7142857143,24.1904761905,0.29000000,0.35000000,0.32000000,0.79000000,0.89000000
beat1632,7,2.42857142857,7.78571428571,15.7380952381,24.9523809524,33.8333333333,0.34000000,0.26000000,0.29000000,0.77000000,0.90000000
beat1632,10,3.38095238095,11.7142857143,24.0714285714,35.7619047619,51.7380952381,0.25000000,0.35000000,0.21000000,0.85000000,0.96000000
beat1632,13,4.61904761905,16.1904761905,34.2619047619,52.5952380952,67.7857142857,0.22000000,0.30000000,0.11000000,0.59000000,0.86000000
beat733,1,6.30952380952,24.6428571429,45.75,56.9880952381,63.2619047619,0.42000000,0.78000000,0.74000000,0.04000000,0.20000000
beat733,4,18.4047619048,67.869047619,121.083333333,157.726190476,180.880952381,0.41000000,0.71000000,0.81000000,0.10000000,0.02000000
beat733,7,27.3095238095,115.535714286,191.0,251.75,274.845238095,0.55000000,0.53000000,0.94000000,0.17000000,0.09000000
beat733,10,41.8571428571,156.916666667,263.714285714,354.404761905,392.607142857,0.75000000,0.47000000,0.94000000,0.20000000,0.18000000
beat733,13,51.9642857143,196.583333333,352.523809524,446.607142857,498.380952381,0.51000000,0.59000000,0.98000000,0.65000000,0.38000000
beat913,1,4.5,14.5487804878,29.2195121951,42.7195121951,54.9756097561,0.03000000,0.03000000,0.01000000,0.28000000,0.21000000
beat913,4,12.1585365854,42.2682926829,88.1829268293,119.085365854,151.134146341,0.06000000,0.09000000,0.02000000,0.32000000,0.32000000
beat913,7,20.987804878,69.1585365854,145.646341463,204.573170732,246.12195122,0.13000000,0.07000000,0.02000000,0.05000000,0.19000000
beat913,10,27.4146341463,99.4024390244,191.012195122,272.524390244,346.902439024,0.16000000,0.17000000,0.02000000,0.06000000,0.31000000
beat913,13,33.9390243902,119.963414634,237.048780488,349.414634146,439.036585366,0.42000000,0.59000000,0.10000000,0.07000000,0.30000000
beat932,1,4.38333333333,13.95,26.0333333333,37.6333333333,40.7833333333,0.29000000,0.37000000,0.27000000,0.45000000,0.25000000
